time,velocity,altitude,velocity_y,velocity_x,acceleration,downrange_distance,angle,q,propellant,mass_flow_rate,thrust,mass,apoapsis,periapsis,propellant_est,mass_flow_rate_est,rho_est,kinetic_energy_est,potential_energy_est,delta_time,delta_v,cum_delta_v,dynamic_pressure_est,thrust_to_weight_est,mach_est,drag_est,apoapsis_est,periapsis_est
153,310.8560839717441,21.784455278081783,106.571933140981,23.25897920604915,16.148920505422346,0.75359665704905,87.0,6501.006864988559,461568.3514078201,1532.5539747288826,5600000.0,491568.3514078201,0.0,0.0,440797.7755944682,1463.5890458660829,1.2218644952357849,23750494789.258743,105014989.76947063,1.0,1.904288130534212,310.8560839717441,59035.30250506707,1.1616717749062053,0.913503435222146,295176.5125253353,-26934.0953745516,-6339120.271836053
154,312.76037210227844,22.099647796239186,107.14103074320964,24.09073724007563,16.17080887473883,0.782051537160482,87.0,6521.144164759726,461196.2491294398,1531.4595562630584,5600000.0,491196.2491294398,0.0,0.0,440442.417918615,1462.5438762312208,1.221819187540875,24024175314.517567,106453775.73132046,1.0,1.9042881305343258,312.76037210227844,59758.596316944306,1.1625517912233878,0.9190995095426795,298792.98158472154,-26873.525464979,-6339119.967464648
155,314.66466023281265,22.414840314396578,107.71012834543826,24.92249527410208,16.192697244055317,0.8105064172719132,87.0,6541.281464530893,460824.1468510596,1530.3651377972342,5600000.0,490824.1468510596,0.0,0.0,440087.06024276186,1461.4987065963585,1.2217738815260102,24299193833.54554,107890261.36975394,1.0,1.904288130534212,314.66466023281265,60486.266941900634,1.1634331418517638,0.9246955838632126,302431.33470950316,-26812.586391533725,-6339119.661238149
156,316.568948363347,22.7358670779027,108.27922594766692,25.754253308128558,16.214585613371803,0.8389612973833454,87.0,6561.41876430206,460452.0445726793,1529.2707193314097,5600000.0,490452.0445726793,0.0,0.0,439731.70256690873,1460.4535369614962,1.2217277386191487,24575546298.264393,109352507.60528417,1.0,1.9042881305343258,316.568948363347,61218.27187094017,1.164315829828329,0.930291658183746,306091.35935470083,-26751.2723185895,-6339119.353127229
157,318.4732364938812,23.059814943786687,108.84832354989554,26.586011342155007,16.23647398268829,0.8674161774947765,87.0,6581.5560640732265,460079.9422942991,1528.1763008655855,5600000.0,490079.9422942991,0.0,0.0,439376.3448910556,1459.408367326634,1.221681177613043,24853228660.595776,110826449.88025516,1.0,1.904288130534212,318.4732364938812,61954.63033116684,1.1651998581993026,0.9358877325042791,309773.15165583417,-26689.586127716117,-6339119.04314637
158,320.3775246244155,23.38376280967068,109.41742115212418,27.417769376181482,16.258362352004777,0.8958710576062086,87.0,6601.693363844393,459707.84001591883,1527.0818823997613,5600000.0,489707.84001591883,0.0,0.0,439020.9872152025,1458.363197691772,1.2216346183814137,25132236872.461426,112298027.93393718,1.0,1.9042881305343258,320.3775246244155,62695.36260592167,1.1660852300201627,0.9414838068248127,313476.81302960834,-26627.530708515085,-6339118.731310093
159,322.2818127549497,23.70771067555467,109.9865187543528,28.249527410207932,16.280250721321263,0.9243259377176398,87.0,6621.83066361556,459335.7377375386,1525.9874639339369,5600000.0,489335.7377375386,0.0,0.0,438665.62953934935,1457.3180280569097,1.2215880609241934,25412566885.783,113767241.7663302,1.0,1.904288130534212,322.2818127549497,63440.46819192408,1.1669719483556806,0.9470798811453458,317202.34095962043,-26565.10603934806,-6339118.417618288
160,324.18610088548405,24.032514177693763,110.55561635658144,29.08128544423441,16.30213909063775,0.9527808178290719,87.0,6641.967963386728,458963.6354591583,1524.8930454681126,5600000.0,488963.6354591583,0.0,0.0,438310.27186349616,1456.2728584220474,1.2215413822771797,25694214652.482227,115238194.23476456,1.0,1.9042881305343258,324.18610088548405,64189.9401243742,1.1678600162799575,0.9526759554658792,320949.70062187104,-26502.311245664954,-6339118.102066561
161,326.0903890160183,24.365217391304355,111.12471395881008,29.913043478260885,16.324027459954234,0.981235697940504,87.0,6662.105263157895,458591.53318077803,1523.7986270022884,5600000.0,488591.53318077803,0.0,0.0,437954.914187643,1455.2276887871853,1.2214935701842653,25977176124.48078,116744627.2795314,1.0,1.904288130534269,326.0903890160183,64943.723852572555,1.1687494368764584,0.9582720297864125,324718.6192628627,-26439.139284737408,-6339117.784619521
162,327.9946771465526,24.697920604914934,111.6938115610387,30.744801512287335,16.34591582927072,1.0096905780519352,87.0,6682.242562929062,458219.4309023978,1522.704208536464,5600000.0,488219.4309023978,0.0,0.0,437599.55651178985,1454.182519152323,1.221445759962754,26261447253.70036,118248632.20513654,1.0,1.904288130534269,327.9946771465526,65701.87782003799,1.1696402132380497,0.9638681041069458,328509.3891001899,-26375.598007821478,-6339117.4653166225
163,329.89896527708686,25.030623818525527,112.26290916326734,31.576559546313813,16.367804198587205,1.0381454581633673,87.0,6702.379862700229,457847.3286240175,1521.6097900706397,5600000.0,487847.3286240175,0.0,0.0,437244.19883593667,1453.137349517461,1.2213979516125726,26547023992.062656,119750209.01158006,1.0,1.904288130534269,329.89896527708686,66464.40151013843,1.1705323484670334,0.969464178427479,332322.0075506921,-26311.687392759137,-6339117.144157752
164,331.8032534076211,25.363327032136105,112.83200676549596,32.40831758034026,16.38969256790369,1.0666003382747986,87.0,6722.517162471396,457475.22634563723,1520.5153716048155,5600000.0,487475.22634563723,0.0,0.0,436888.84116008354,1452.0921798825987,1.2213501451336475,26833902291.489372,121249357.6988619,1.0,1.904288130534269,331.8032534076211,67231.29440628234,1.1714258456751838,0.9750602527480123,336156.4720314117,-26247.40741726756,-6339116.8211428
165,333.7075415381554,25.700662620634766,113.40110436772461,33.24007561436674,16.411580937220176,1.0950552183862308,87.0,6742.654462242564,457103.124067257,1519.420953138991,5600000.0,487103.124067257,0.0,0.0,436533.4834842304,1451.0470102477364,1.221301674934288,27122078103.9022,122768206.42627892,1.0,1.904288130534269,333.7075415381554,68002.51893153673,1.172320707983784,0.9806563270685456,340012.59465768375,-26182.753441505134,-6339116.49624845
166,335.61182966868967,26.04212118197194,113.97020196995324,34.07183364839319,16.43346930653666,1.1235100984976618,87.0,6762.79176201373,456731.02178887674,1518.3265346731669,5600000.0,486731.02178887674,0.0,0.0,436178.1258083773,1450.0018406128743,1.2212526142829072,27411547381.222828,124304273.00389813,1.0,1.904288130534269,335.61182966868967,68778.07742317852,1.173216938523662,0.9862524013890789,343890.3871158926,-26117.725950416178,-6339116.169477138
167,337.51611779922393,26.383579743309127,114.53929957218187,34.903591682419666,16.455357675853147,1.151964978609094,87.0,6782.929061784897,456358.9195104965,1517.2321162073426,5600000.0,486358.9195104965,0.0,0.0,435822.76813252416,1448.9566709780122,1.2212035556023317,27702306075.372955,125837847.56448308,1.0,1.904288130534269,337.51611779922393,69558.00196216904,1.1741145404352262,0.9918484757096121,347790.0098108452,-26052.329030910507,-6339115.840849401
168,339.4204059297582,26.7250383046463,115.1083971744105,35.735349716446116,16.477246045169636,1.180419858720525,87.0,6803.066361556064,455986.8172321162,1516.1376977415182,5600000.0,485986.8172321162,0.0,0.0,435467.4104566709,1447.91150134315,1.221154498892482,27994350138.274277,127368930.1080336,1.0,1.904288130534269,339.4204059297582,70342.29201858664,1.175013516868504,0.9974445500301454,351711.4600929332,-25986.562660180032,-6339115.510365127
169,341.3246940602925,27.066496865983485,115.67749477663915,36.567107750472594,16.49913441448612,1.2088747388319572,87.0,6823.203661327231,455614.71495373594,1515.043279275694,5600000.0,485614.71495373594,0.0,0.0,435112.0527808178,1446.8663317082876,1.221105444153279,28287675521.848488,128897520.63454987,1.0,1.904288130534269,341.3246940602925,71130.94706255234,1.1759138709831771,1.0030406243506786,355654.7353127617,-25920.426815296523,-6339115.178024197
170,343.2289821908268,27.416364540841712,116.24659237886779,37.39886578449907,16.521022783802607,1.2373296189433893,87.0,6843.340961098398,455242.6126753557,1513.9488608098695,5600000.0,485242.6126753557,0.0,0.0,434756.69510496466,1445.8211620734253,1.2210551833850278,28582278178.017292,130463634.78920156,1.0,1.9042881305343258,343.2289821908268,71923.89540934746,1.176815605948619,1.008636698671212,359619.47704673733,-25853.91309034452,-6339114.843784373
171,345.13327032136107,27.76657844990548,116.81568998109641,38.23062381852552,16.542911153119093,1.2657844990548204,87.0,6863.478260869565,454870.51039697544,1512.8544423440453,5600000.0,484870.51039697544,0.0,0.0,434401.33742911153,1444.7759924385632,1.2210048749497882,28878154058.702362,132028841.88401876,1.0,1.904288130534269,345.13327032136107,72721.20314423343,1.1777187249439325,1.0142327729917453,363606.0157211671,-25787.029499467462,-6339114.507685927
172,347.0375584518954,28.11679235896926,117.38478758332505,39.062381852552,16.564799522435578,1.2942393791662525,87.0,6883.615560640733,454498.40811859514,1511.760023878221,5600000.0,484498.40811859514,0.0,0.0,434045.97975325835,1443.7308228037011,1.2209545685872953,29175299115.825413,133591493.063929,1.0,1.9042881305343258,347.0375584518954,73522.87262138633,1.1786232311579872,1.019828847312279,367614.3631069316,-25719.776364481077,-6339114.169730475
173,348.9418465824296,28.467006268033032,117.95388518555367,39.894139886578444,16.586687891752067,1.3226942592776838,87.0,6903.752860411899,454126.3058402149,1510.6656054123969,5600000.0,484126.3058402149,0.0,0.0,433690.6220774052,1442.685653168839,1.2209042642974646,29473709301.308113,135151588.32893223,1.0,1.904288130534212,348.9418465824296,74328.90329761914,1.1795291277894553,1.025424921632812,371644.5164880957,-25652.153661932796,-6339113.829917899
174,350.84613471296393,28.82065068152423,118.52298278778231,40.72589792060492,16.608576261068553,1.351149139389116,87.0,6923.890160183067,453754.20356183464,1509.5711869465724,5600000.0,483754.20356183464,0.0,0.0,433335.2644015521,1441.6404835339765,1.2208534693573774,29773380567.072197,136725402.02002633,1.0,1.9042881305343258,350.84613471296393,75139.2643044215,1.1804364180468518,1.0310209959533454,375696.3215221075,-25584.15794815682,-6339113.488230895
175,352.75042284349814,29.179619938314595,119.09208039001093,41.55765595463137,16.63046463038504,1.379604019500547,87.0,6944.027459954234,453382.1012834544,1508.4767684807482,5600000.0,483382.1012834544,0.0,0.0,432979.9067256989,1440.5953138991144,1.2208019117563558,30074308865.039314,138321876.42916676,1.0,1.904288130534212,352.75042284349814,75953.93718490549,1.1813451051485713,1.0366170702738786,379769.6859245274,-25515.787310597487,-6339113.144659853
176,354.65471097403247,29.53858919510497,119.66117799223959,42.38941398865785,16.652352999701524,1.4080588996119792,87.0,6964.1647597254005,453009.99900507415,1507.382350014924,5600000.0,483009.99900507415,0.0,0.0,432624.5490498458,1439.5501442642524,1.2207503563326523,30376490147.131203,139915731.0255276,1.0,1.9042881305343258,354.65471097403247,76772.96794606556,1.182255192322925,1.042213144594412,383864.83973032783,-25447.047033950686,-6339112.799231326
177,356.55899910456674,29.897558451895343,120.23027559446822,43.22117202268433,16.67424136901801,1.4365137797234113,87.0,6984.302059496568,452637.89672669384,1506.2879315490995,5600000.0,482637.89672669384,0.0,0.0,432269.1913739926,1438.50497462939,1.2206988030861747,30679920365.269524,141506965.80910876,1.0,1.904288130534269,356.55899910456674,77596.35603142707,1.1831666828081808,1.0478092189149453,387981.7801571354,-25377.93709424045,-6339112.451945197
178,358.463287235101,30.256527708685706,120.79937319669685,44.05293005671078,16.696129738334495,1.4649686598348424,87.0,7004.439359267734,452265.7944483136,1505.1935130832753,5600000.0,482265.7944483136,0.0,0.0,431913.83369813947,1437.4598049945278,1.2206472520168312,30984595471.375988,143095580.77991018,1.0,1.904288130534269,358.463287235101,78424.10088456256,1.1840795798526005,1.0534052932354785,392120.5044228128,-25308.457467357628,-6339112.102801343
179,360.31352104268234,31.793881205850198,122.01712267436079,37.17293801611765,16.663963784698037,1.2231519251815686,87.1801810765098,7686.922296288942,451803.6016316784,1473.4683116107842,5600000.0,481803.6016316784,0.0,0.0,431472.43955825287,1407.162237588299,1.2204264994722163,31275277069.600883,150222250.8563755,1.0,1.8502338075813327,360.31352104268234,79221.44372688945,1.185215464005975,1.0588425197410511,396107.2186344473,-25239.410852760077,-6339111.755833431
180,362.1521440652671,33.584349815938715,123.3742015719829,28.636473982688294,16.620187046065066,0.9232812655457169,87.39906476967465,8511.676052134117,451322.05750671576,1435.1636653069347,5600000.0,481322.05750671576,0.0,0.0,431012.56491891353,1370.5813003681226,1.2201694518001864,31563698789.352898,158523402.37119287,1.0,1.838623022584784,362.1521440652671,80015.15918071877,1.1864012262925892,1.064245625981566,400075.7959035939,-25170.189715033397,-6339111.407988518
181,363.99076708785196,35.37481842602729,124.73128046960503,20.100009949258663,16.576410307432095,0.6234106059098555,87.61794846283952,9336.429807979317,450840.51338175306,1396.8590190030836,5600000.0,480840.51338175306,0.0,0.0,430552.69027957413,1334.0003631479449,1.2199124582678413,31853106351.818314,166807643.50194195,1.0,1.8386230225848408,363.99076708785196,80812.66072990649,1.1875893635740171,1.069648732222081,404063.30364953243,-25100.62381787505,-6339111.058411145
182,365.82939011043675,37.1652870361158,126.08835936722713,11.563545915829309,16.532633568799124,0.32353994627400384,87.83683215600438,10161.183563824492,450358.96925679035,1358.5543726992341,5600000.0,480358.96925679035,0.0,0.0,430092.8156402348,1297.4194259277685,1.2196555188637779,32143494873.36736,175074974.24862224,1.0,1.838623022584784,365.82939011043675,81613.94587578603,1.1887798829928218,1.0750518384625958,408069.7293789301,-25030.71313865576,-6339110.707101199
183,367.67915630285546,38.61254601532186,127.2170032832554,5.4562929061785,16.505571584916925,0.10835737737538587,87.94428415083075,10785.415978509602,449899.7114714954,1329.7214207541538,5600000.0,479899.7114714954,0.0,0.0,429654.2244552781,1269.8839568202168,1.2194478709653298,32438331974.209873,181718692.47639278,1.0,1.8497661924187128,367.67915630285546,82427.33620807016,1.1899175298869873,1.0804876908015382,412136.6810403508,-24960.38386569172,-6339110.353687767
184,369.5615560640733,39.05469107551489,127.6766590389016,6.463157894736867,16.52745995423341,0.1411899313501152,87.7254004576659,10822.407322654462,449505.7208237986,1328.6270022883295,5600000.0,479505.7208237986,0.0,0.0,429277.9633867277,1268.8387871853547,1.2193844405148053,32744425219.87217,183648622.60085383,1.0,1.8823997612178118,369.5615560640733,83269.16842225715,1.190895237467828,1.0860194424287322,416345.8421112857,-24889.483284500428,-6339109.99740344
185,371.443955825291,39.496836135707895,128.1363147945478,7.470022883295201,16.549348323549896,0.1740224853248435,87.50651676450104,10859.398666799323,449111.7301761019,1327.5325838225053,5600000.0,479111.7301761019,0.0,0.0,428901.7023181773,1267.7936175504926,1.219321013363661,33051669390.839863,185575136.06847584,1.0,1.882399761217755,371.443955825291,84115.23341368976,1.1918745530562325,1.091551194055926,420576.1670684488,-24818.22129697539,-6339109.639303
186,373.32635558650884,39.938981195900915,128.595970550194,8.476887871853569,16.571236692866382,0.20685503929957286,87.28763307133619,10896.390010944186,448717.73952840513,1326.4381653566809,5600000.0,478717.73952840513,0.0,0.0,428525.44124962686,1266.74844791563,1.219257589511725,33360060298.87946,187498232.87925896,1.0,1.8823997612178118,373.32635558650884,84965.53051501053,1.1928554806224319,1.0970829456831197,424827.6525750527,-24746.597878821194,-6339109.279386326
187,375.2087553477266,40.38112625609392,129.0556263058402,9.483752860411903,16.593125062182867,0.23968759327430114,87.06874937817133,10933.381355089046,448323.74888070836,1325.3437468908567,5600000.0,478323.74888070836,0.0,0.0,428149.18018107646,1265.703278280768,1.219194168958826,33669593755.75746,189417913.03320312,1.0,1.882399761217755,375.2087553477266,85820.05905893167,1.1938380241497368,1.1026146973103135,429100.29529465834,-24674.613005616702,-6339108.917653294
188,377.0911551089444,40.82927668888669,129.51528206148643,10.490617848970269,16.615013431499356,0.2725201472490305,87.0,10970.372699233907,447929.75823301164,1324.2493284250322,5600000.0,477929.75823301164,0.0,0.0,427772.9191125261,1264.6581086459057,1.2191298903716363,33980265573.24038,191362323.0502732,1.0,1.8823997612178118,377.0911551089444,86678.75713842132,1.1948221876345944,1.1081464489375075,433393.78569210664,-24602.260663864203,-6339108.554073688
189,378.97355487016216,41.28017709680629,129.97493781713263,11.497482837528603,16.63690180081584,0.3053527012237588,87.0,11007.364043378768,447535.76758531487,1323.154909959208,5600000.0,477535.76758531487,0.0,0.0,427396.6580439757,1263.6129390110436,1.2190652207734043,34292071563.0947,193316148.2096373,1.0,1.882399761217755,378.97355487016216,87541.65578471107,1.19580797508664,1.113678200564701,437708.2789235554,-24529.544075059704,-6339108.188663694
190,380.85595463138,41.7310775047259,130.43459357277882,12.50434782608697,16.658790170132324,0.33818525519848813,87.0,11044.35538752363,447141.77693761815,1322.0604914933838,5600000.0,477141.77693761815,0.0,0.0,427020.3969754253,1262.5677693761816,1.2190005546056162,34605007537.08695,195266489.05559146,1.0,1.8823997612178118,380.85595463138,88408.78208272178,1.1967953905287527,1.119209952191895,442043.9104136089,-24456.465956797823,-6339107.821436969
191,382.7383543925977,42.18197791264551,130.89424932842505,13.511212814645305,16.68067853944881,0.3710178091732164,87.0,11081.346731668491,446747.7862899214,1320.9660730275596,5600000.0,476747.7862899214,0.0,0.0,426644.1359068749,1261.5225997413193,1.2189358918680904,34919069306.98362,197213345.5881356,1.0,1.882399761217755,382.7383543925977,89280.13535238005,1.1977844379971099,1.1247417038190888,446400.67676190025,-24383.026284154505,-6339107.452393387
192,384.62075415381554,42.63390508407124,131.35390508407124,14.51807780320367,16.702566908765295,0.40385036314794576,87.0,11118.338075813352,446353.79564222466,1319.871654561735,5600000.0,476353.79564222466,0.0,0.0,426267.87483832455,1260.477430106457,1.2188710853262419,35234252684.55122,199161514.26619768,1.0,1.8823997612178118,384.62075415381554,90155.70402326234,1.1987751215412419,1.1302734554462825,450778.5201163117,-24309.224008042365,-6339107.081527678
193,386.50315391503335,43.09356083971745,131.81356083971747,15.524942791762037,16.724455278081784,0.43668291712267515,87.0,11155.329419958214,445959.8049945279,1318.777236095911,5600000.0,475959.8049945279,0.0,0.0,425891.6137697741,1259.4322604715949,1.2188051740366685,35550553481.556244,201142264.41387072,1.0,1.8823997612178118,386.50315391503335,91035.41531975838,1.1997674452240878,1.1358052070734765,455177.0765987919,-24235.0524189556,-6339106.708806125
194,388.3855536762511,43.553216595363644,132.27321659536366,16.53180778032037,16.74634364739827,0.46951547109740344,87.0,11192.320764103075,445565.8143468312,1317.6828176300864,5600000.0,475565.8143468312,0.0,0.0,425515.35270122375,1258.3870908367326,1.2187392663112935,35867967509.765205,203119462.59156275,1.0,1.882399761217755,388.3855536762511,91919.3497265303,1.2007614131220505,1.1413369587006703,459596.74863265146,-24160.51919957809,-6339106.334267334
195,390.2679534374689,44.01287235100986,132.73287235100986,17.538672768878737,16.768232016714755,0.5023480250721328,87.0,11229.312108247936,445171.8236991344,1316.5883991642622,5600000.0,475171.8236991344,0.0,0.0,425139.09163267334,1257.3419212018703,1.2186733621499237,36186490580.9446,205093108.79927373,1.0,1.8823997612178118,390.2679534374689,92807.50655074383,1.2017570293250535,1.146868710327864,464037.5327537191,-24085.624324487522,-6339105.9579111785
196,392.1503531986867,44.47252810665606,133.19252810665606,18.54553775743707,16.79012038603124,0.5351805790468611,87.0,11266.303452392796,444777.8330514377,1315.493980698438,5600000.0,474777.8330514377,0.0,0.0,424762.830564123,1256.2967515670082,1.218607461552367,36506118506.86094,207063203.0370036,1.0,1.882399761217755,392.1503531986867,93699.88509963983,1.2027542979365948,1.1524004619550579,468499.4254981991,-24010.367768144235,-6339105.579737528
197,394.03275295990454,44.93698736444136,133.65218386230228,19.552402745995437,16.812008755347726,0.5680131330215904,87.0,11303.294796537659,444383.8424037409,1314.3995622326136,5600000.0,474383.8424037409,0.0,0.0,424386.56949557253,1255.2515819321459,1.218540875898976,36826847099.28074,209052091.75538978,1.0,1.8823997612178687,394.03275295990454,94596.43122238292,1.2037532230738064,1.1579322135822518,472982.15611191455,-23934.744713507593,-6339105.199722178
198,395.9151527211223,45.405398467814145,134.11183961794848,20.559267734553774,16.83389712466421,0.6008456869963187,87.0,11340.28614068252,443989.8517560442,1313.3051437667893,5600000.0,473989.8517560442,0.0,0.0,424010.3084270222,1254.2064122972838,1.2184737273872719,37148672169.97047,211055760.56138647,1.0,1.882399761217755,395.9151527211223,95497.15226757388,1.204753808867508,1.1634639652094456,477485.76133786945,-23858.75598397106,-6339104.8178692665
199,397.7975524823401,45.87380957118695,134.57149537359467,21.56613272311214,16.855785493980697,0.633678240971048,87.0,11377.27748482738,443595.8611083474,1312.2107253009651,5600000.0,473595.8611083474,0.0,0.0,423634.0473584718,1253.1612426624217,1.2184065825758315,37471589530.696655,213055809.74083117,1.0,1.8823997612178118,397.7975524823401,96402.09109288541,1.2057560594622663,1.1689957168366396,482010.45546442707,-23782.405495382845,-6339104.434198469
200,399.67995224355786,46.34222067455974,135.03115112924087,22.572997711670475,16.877673863297183,0.6665107949457763,87.0,11414.268828972241,443201.8704606507,1311.1163068351407,5600000.0,473201.8704606507,0.0,0.0,423257.78628992144,1252.1160730275592,1.2183394414644506,37795594993.22581,215052239.2937236,1.0,1.882399761217755,399.67995224355786,97311.24699282531,1.20675997901645,1.1745274684638334,486556.2349641266,-23705.693221698515,-6339104.048709657
201,401.5623520047757,46.81063177793255,135.4908068848871,23.57986270022884,16.89956223261367,0.6993433489205056,87.0,11451.260173117103,442807.87981295394,1310.0218883693165,5600000.0,472807.87981295394,0.0,0.0,422881.525221371,1251.0709033926971,1.218272304052926,38120684369.32441,217045049.22006404,1.0,1.8823997612178118,401.5623520047757,98224.6192619796,1.2077655717022895,1.1800592200910272,491123.09630989796,-23628.619136749767,-6339103.661402697
202,403.4447517659935,47.28333300169138,135.9504626405333,24.586727688787207,16.921450601930154,0.7321759028952349,87.0,11488.251517261964,442413.88916525716,1308.9274699034922,5600000.0,472413.88916525716,0.0,0.0,422505.2641528206,1250.025733757835,1.2182045554886396,38446853470.75899,219054114.77956432,1.0,1.8823997612178118,403.4447517659935,99142.15715596554,1.2087728417059334,1.1855909717182211,495710.78577982774,-23551.178934446536,-6339103.272255952
203,405.32715152721124,47.75612177892747,136.41011839617948,25.59359267734554,16.943338971246643,0.7650084568699632,87.0,11525.242861406825,442019.89851756045,1307.8330514376678,5600000.0,472019.89851756045,0.0,0.0,422129.0030842702,1248.9805641229727,1.2181367981445679,38774098109.29603,221059932.84005496,1.0,1.882399761217755,405.32715152721124,100063.90804739355,1.2097817932275061,1.191122723345415,500319.54023696773,-23473.376780614257,-6339102.881290355
204,407.20955128842905,48.22891055616357,136.86977415182568,26.600457665903907,16.96522734056313,0.7978410108446926,87.0,11562.234205551687,441625.9078698637,1306.7386329718436,5600000.0,471625.9078698637,0.0,0.0,421752.74201571976,1247.9353944881107,1.2180690445692048,39102414096.70205,223062097.44570798,1.0,1.8823997612178118,407.20955128842905,100989.87223632702,1.2107924304811681,1.1966544749726087,504949.3611816351,-23395.2127360506,-6339102.488506211
205,409.0919510496468,48.70169933339966,137.32942990747188,27.60732265446224,16.987115709879614,0.8306735648194209,87.0,11599.225549696548,441231.91722216696,1305.6442145060194,5600000.0,471231.91722216696,0.0,0.0,421376.4809471694,1246.8902248532484,1.2180012947623402,39431797244.74354,225060608.59652328,1.0,1.882399761217755,409.0919510496468,101920.04901115483,1.2118047576951727,1.2021862265998025,509600.2450557741,-23316.68677408807,-6339102.093903387
206,410.9743508108646,49.1780897423142,137.7890856631181,28.614187643020607,17.0090040791961,0.8635061187941503,87.0,11636.216893841409,440837.9265744702,1304.549796040195,5600000.0,470837.9265744702,0.0,0.0,421000.219878619,1245.845055218386,1.2179330326593976,39762243365.18701,227072096.26042914,1.0,1.8823997612178118,410.9743508108646,102854.39407873113,1.2128187791119263,1.2077179782269964,514271.9703936556,-23237.795274615288,-6339101.697463691
207,412.8567505720824,49.65963386727688,138.2487414187643,29.62105263157894,17.030892448512585,0.8963386727688786,87.0,11673.20823798627,440443.93592677347,1303.4553775743707,5600000.0,470443.93592677347,0.0,0.0,420623.95881006867,1244.799885583524,1.2178640359671808,40093748269.79897,229103679.19892928,1.0,1.882399761217755,412.8567505720824,103792.88658215363,1.2138344989880465,1.21324972985419,518964.43291076814,-23158.536661908962,-6339101.299179206
208,414.7391503333002,50.141177992239584,138.7083971744105,30.627917620137307,17.052780817829074,0.9291712267436079,87.0,11710.199582131132,440049.9452790767,1302.3609591085465,5600000.0,470049.9452790767,0.0,0.0,420247.6977415182,1243.754715948662,1.2177950431836713,40426307770.34592,231131541.02602082,1.0,1.8823997612178118,414.7391503333002,104735.587593177,1.214851921594423,1.218781481481384,523677.937965885,-23078.916050618514,-6339100.899075631
209,416.621550094518,50.62272211720228,139.16805293005672,31.634782608695673,17.07466918714556,0.9620037807183373,87.0,11747.190926275993,439655.95463138,1301.266540642722,5600000.0,469655.95463138,0.0,0.0,419871.43667296786,1242.7095463137994,1.2177260543086474,40759917678.59437,233155681.7417036,1.0,1.8823997612178118,416.621550094518,105682.49638750282,1.2158710512162763,1.224313233108578,528412.481937514,-22998.93341357261,-6339100.497152832
210,418.50394985573575,51.10426624216496,139.6277086857029,32.64164759725401,17.096557556462045,0.9948363346930655,87.0,11784.182270420853,439261.9639836832,1300.1721221768978,5600000.0,469261.9639836832,0.0,0.0,419495.17560441745,1241.6643766789373,1.2176570693418876,41094573806.3108,235176101.34597754,1.0,1.882399761217755,418.50394985573575,106633.61224091501,1.2168918921532186,1.2298449847357715,533168.0612045751,-22918.58872347884,-6339100.093410671
211,420.38634961695357,51.59318873743907,140.0873644413491,33.64851258581238,17.11844592577853,1.027668888667795,87.0,11821.173614565716,438867.97333598643,1299.0777037110736,5600000.0,468867.97333598643,0.0,0.0,419118.91453586705,1240.6192070440752,1.2175870313641235,41430271965.26174,237226725.76343256,1.0,1.8823997612178118,420.38634961695357,107588.84103743832,1.2179144487193136,1.2353767363629655,537944.2051871916,-22837.87459065765,-6339099.687812014
212,422.2687493781713,52.083488210128344,140.54702019699533,34.65537757437071,17.140334295095016,1.0605014426425232,87.0,11858.164958710577,438473.9826882897,1297.9832852452491,5600000.0,468473.9826882897,0.0,0.0,418742.65346731665,1239.574037409213,1.217516800180346,41767007967.21368,239279898.10852933,1.0,1.882399761217755,422.2687493781713,108548.25619459133,1.218938725243138,1.2409084879901593,542741.2809729566,-22756.79697545059,-6339099.280386811
213,424.15114913938913,52.57378768281764,141.00667595264153,35.66224256292907,17.1622226644115,1.0933339966172524,87.0,11895.156302855437,438079.99204059294,1296.888866779425,5600000.0,468079.99204059294,0.0,0.0,418366.39239876624,1238.5288677743508,1.217446573047547,42104777623.933136,241329281.68564638,1.0,1.8823997612178118,424.15114913938913,109511.87424977786,1.2199647260678421,1.246440239617353,547559.3712488892,-22675.357224119827,-6339098.8711418295
214,426.0335489006069,53.06408715550691,141.46633170828773,36.66910755148741,17.184111033727987,1.1261665505919807,87.0,11932.147647000298,437686.0013928962,1295.7944483136007,5600000.0,467686.0013928962,0.0,0.0,417990.1313302159,1237.4836981394885,1.2173763499654933,42443576747.18659,243374876.49478358,1.0,1.882399761217755,426.0335489006069,110479.69446612374,1.2209924555512115,1.2519719912445468,552398.4723306186,-22593.555308871903,-6339098.460076929
215,427.9159486618247,53.55678638941399,141.92598746393395,37.67597254004578,17.205999403044473,1.15899910456671,87.0,11969.13899114516,437292.01074519946,1294.7000298477762,5600000.0,467292.01074519946,0.0,0.0,417613.87026166543,1236.4385285046262,1.2173057872582296,42783401148.74058,245427679.60777828,1.0,1.8823997612178118,427.9159486618247,111451.68464125582,1.2220219180657286,1.2575037428717408,557258.4232062792,-22511.388807022013,-6339098.047179935
216,429.7983484230425,54.055841209829886,142.38564321958017,38.682837528604146,17.22788777236096,1.1918316585414395,87.0,12006.130335290021,436898.02009750274,1293.605611381952,5600000.0,466898.02009750274,0.0,0.0,417237.6091931151,1235.3933588697641,1.217234318494999,43124246640.36159,247505775.76744735,1.0,1.8823997612178118,429.7983484230425,112427.79088874433,1.2230531179986341,1.2630354944989346,562138.9544437217,-22428.85374264326,-6339097.632430867
